decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
profile:Buffalo_NY_L:google:cid:15791159538290549542,Buffalo_NY_L,google:cid:15791159538290549542,Pediatric Dental – Golisano Children’s Buffalo Outpatient Center (Conventus),"1001 Main St, Buffalo, NY 14203",maps_core|maps_specialist,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:13263697866949406865,Buffalo_NY_L,google:cid:13263697866949406865,Richards and Jurusik Immigration Lawyers,"5 Niagara Square, Buffalo, NY 14202",maps_core,Immigration attorney,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:126764987546349880,Buffalo_NY_L,google:cid:126764987546349880,Smile Direct Club,"Located inside Sola Salon, 4110 Maple Rd, Buffalo, NY 14226",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:17653108616219652760,Buffalo_NY_L,google:cid:17653108616219652760,State University of New York at Buffalo School of Dental Medicine,"320 Hayes Rd, Buffalo, NY 14215",business_listings|maps_core,Dental school,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:18370073229225808885,Buffalo_NY_L,google:cid:18370073229225808885,Struggle Compound,"1841 Seneca St, Buffalo, NY 14210",business_listings,Clothing store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:11295921837023317046,Buffalo_NY_L,google:cid:11295921837023317046,Suburban Oral & Maxillofacial Surgery Associates PC,"6490 Main St #3, Williamsville, NY 14221",business_listings|maps_specialist,Medical clinic|Oral surgeon,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:4884419086949519441,Buffalo_NY_L,google:cid:4884419086949519441,The Cardiac Connection,"5427 Transit Rd, Williamsville, NY 14221",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:17742445320798036369,Buffalo_NY_L,google:cid:17742445320798036369,UB Dental Clinic,"State University at Buffalo South Campus, 3435 Main St, Buffalo, NY 14214",maps_core,University,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:1234717031910883396,Buffalo_NY_L,google:cid:1234717031910883396,UB School of Dental Medicine / UB Dental,"State University at Buffalo South Campus, 3435 Main St, Buffalo, NY 14215",business_listings|maps_core|maps_specialist,Dental clinic|Dental school,automatic_include|needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:2066774789860851413,Buffalo_NY_L,google:cid:2066774789860851413,WNY Urgent Dental Care,"2727 Main St, Buffalo, NY 14214",maps_core,Urgent care center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:729442779037041680,Buffalo_NY_L,google:cid:729442779037041680,Williamsville Pediatric Center,"95 Earhart Dr, Williamsville, NY 14221",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Buffalo_NY_L:google:cid:4423355022679427737,Buffalo_NY_L,google:cid:4423355022679427737,iSmile Spas,"2500 Kensington Ave, Amherst, NY 14226",business_listings,Teeth whitening service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:17288488438933510604,Eureka_CA_S,google:cid:17288488438933510604,Broadway Animal Hospital,"3700 Broadway St, Eureka, CA 95503",maps_core,Animal hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:9533424509494570063,Eureka_CA_S,google:cid:9533424509494570063,Carol Griffin,"2505 Lucas St Ste B, Eureka, CA 95501",maps_core,Family practice physician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:637581436883905048,Eureka_CA_S,google:cid:637581436883905048,Casey Kelly,"2200 Tydd St, Eureka, CA 95501",maps_core,Physician assistant,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:7655425346690754126,Eureka_CA_S,google:cid:7655425346690754126,"Darla D Dale, BSDH, RDHAP Dental Hygienist","2822 E St, Eureka, CA 95501",maps_core|maps_specialist,Dental hygienist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:1438746623976588275,Eureka_CA_S,google:cid:1438746623976588275,Eureka Dental Labs,"730 7th St #204, Eureka, CA 95501",maps_core|maps_specialist,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:5485192789650701152,Eureka_CA_S,google:cid:5485192789650701152,Eureka Health Center- United Indian Health Services,"2505 Lucas St Ste a, Eureka, CA 95501",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:14667082976660505393,Eureka_CA_S,google:cid:14667082976660505393,Eureka VA Clinic,"930 W Harris St, Eureka, CA 95501",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:11050925436210414761,Eureka_CA_S,google:cid:11050925436210414761,Healing Spirit Animal Wellness Center,"7650 Myrtle Avenue, Eureka, CA 95503",maps_core,Animal hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:13691425450444065534,Eureka_CA_S,google:cid:13691425450444065534,Humboldt Spay/Neuter Clinic,"2606 Myrtle Avenue, Eureka, CA 95501",maps_core,Veterinary care,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:18093111919956107123,Eureka_CA_S,google:cid:18093111919956107123,"K Dental Lab, Inc.","3133 G St, Eureka, CA 95503",maps_core,Dental laboratory,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:15234039165892868140,Eureka_CA_S,google:cid:15234039165892868140,Myrtle Avenue Veterinary Hospital,"2390 Myrtle Avenue, Eureka, CA 95501",maps_core,Veterinarian,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:1858770223063797444,Eureka_CA_S,google:cid:1858770223063797444,North Coast Clinics Network,"1036 5th St Ste c, Eureka, CA 95501",maps_core,Business administration service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:2468268097554676926,Eureka_CA_S,google:cid:2468268097554676926,Open Door Member Services Department,"1522 3rd St, Eureka, CA 95501",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:12163677498635139494,Eureka_CA_S,google:cid:12163677498635139494,Open door clinic,"3rd St, Eureka, CA 95501",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:7161334439902583112,Eureka_CA_S,google:cid:7161334439902583112,Partnership Healthplan Of California,"1036 5th St, Eureka, CA 95501",maps_core,Government office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:6184430223637556722,Eureka_CA_S,google:cid:6184430223637556722,Providence Medical Group Eureka - Pediatrics,"2200 Harrison Ave Ste D, Eureka, CA 95501",maps_core|maps_specialist,Pediatric clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:10342098488761581509,Eureka_CA_S,google:cid:10342098488761581509,Pure Makeup Studio & Med Spa,"522 F St, Eureka, CA 95501",maps_core,Make-up artist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:6832263757888478173,Eureka_CA_S,google:cid:6832263757888478173,Redwood Community Health Center,"2350 Buhne St, Eureka, CA 95501",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:3539046292069828800,Eureka_CA_S,google:cid:3539046292069828800,Telehealth & Visiting Specialist Center,"2426 Buhne St, Eureka, CA 95501",maps_core,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:13043699129127900103,Eureka_CA_S,google:cid:13043699129127900103,United Indian Health Services - Downtown Eureka,"434 7th St, Eureka, CA 95501",maps_core,Public health department,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:16871342606453395942,Eureka_CA_S,google:cid:16871342606453395942,Wolven Richard F DDS,"2750 Harrison Ave, Eureka, CA 95501",maps_core|maps_specialist,Church,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:Eureka_CA_S:google:cid:5159432709182396681,Eureka_CA_S,google:cid:5159432709182396681,Wonenberg Brett DDS,"1519 2nd St, Eureka, CA 95501",maps_core|maps_specialist,Housing society,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:5493462293064925102,FortBragg_CA_S,google:cid:5493462293064925102,Adventist Health Mendocino Coast,"700 River Dr, Fort Bragg, CA 95437",maps_core,Hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:7813504546310747474,FortBragg_CA_S,google:cid:7813504546310747474,Align Orthotics & Prosthetics,"401 Cypress St, Fort Bragg, CA 95437",maps_core|maps_specialist,Orthotics & prosthetics service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:5045096788604656632,FortBragg_CA_S,google:cid:5045096788604656632,Flossophy The Dental Hygiene Practice of Jennifer de'Lavigne,"501 Cypress St, Fort Bragg, CA 95437",maps_core|maps_specialist,Dental hygienist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:17036417683359244779,FortBragg_CA_S,google:cid:17036417683359244779,"J. Kyle Smith, OD","450 N McPherson St, Fort Bragg, CA 95437",maps_core,Optometrist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:3097706296214713699,FortBragg_CA_S,google:cid:3097706296214713699,"Lynette Kline, OD","510 Cypress St # A, Fort Bragg, CA 95437",maps_core,Optometrist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:6578002250669727227,FortBragg_CA_S,google:cid:6578002250669727227,"Marcia A. Astier, RDH","205 South St, Fort Bragg, CA 95437",maps_core|maps_specialist,Dental hygienist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:7617865913220209419,FortBragg_CA_S,google:cid:7617865913220209419,Medical Office: Adventist Health Mendocino Coast,"721 River Dr Suites A, B, and C, Fort Bragg, CA 95437",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:17806089962367102385,FortBragg_CA_S,google:cid:17806089962367102385,Mendocino Coast Clinics Pediatrics,"510 Cypress St # D, Fort Bragg, CA 95437",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:14917014621510948541,FortBragg_CA_S,google:cid:14917014621510948541,"Mendocino Coast Clinics, Inc","205 South St, Fort Bragg, CA 95437",maps_core|maps_specialist,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:15435621680658285972,FortBragg_CA_S,google:cid:15435621680658285972,Mendocino Coast Pediatric Group: Soloniuk Vicki MD,"510 Cypress St # D, Fort Bragg, CA 95437",maps_specialist,Pediatrician,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:FortBragg_CA_S:google:cid:8005356864665464194,FortBragg_CA_S,google:cid:8005356864665464194,My Beautiful Nails,"120 E Redwood Ave, Fort Bragg, CA 95437",maps_core,Nail salon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:1041337711816604659,LA_CA_L,google:cid:1041337711816604659,100 Black Men of Los Angeles,"3701 Stocker St #309a, Los Angeles, CA 90008",business_listings,Non-profit organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:3321000754837293903,LA_CA_L,google:cid:3321000754837293903,AHF - Downtown Dental Office,"1414 S Grand Ave, Los Angeles, CA 90015",maps_core,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
profile:LA_CA_L:google:cid:14633199612108196228,LA_CA_L,google:cid:14633199612108196228,"APLA Health Center, CDU/MLK Medical Campus","1679 E 120th St, Los Angeles, CA 90059",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,
